frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_GROIN_x,LEFT_GROIN_y,LEFT_GROIN_z,RIGHT_GROIN_x,RIGHT_GROIN_y,RIGHT_GROIN_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_BIG_TOE_x,LEFT_BIG_TOE_y,LEFT_BIG_TOE_z,LEFT_LITTLE_TOE_x,LEFT_LITTLE_TOE_y,LEFT_LITTLE_TOE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_BIG_TOE_x,RIGHT_BIG_TOE_y,RIGHT_BIG_TOE_z,RIGHT_LITTLE_TOE_x,RIGHT_LITTLE_TOE_y,RIGHT_LITTLE_TOE_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z
120,4.029339,-0.5000974,0.9874729,4.0190916,-0.51917225,1.0110552,3.9950352,-0.53534925,0.97132075,3.8948655,-0.499916,1.0049549,3.885335,-0.5334482,0.9155157,3.9493842,-0.33382124,0.98416084,3.7790198,-0.42986104,0.8264343,4.048716,-0.13928838,0.94291943,3.4731035,-0.41505635,0.7200357,4.2523465,-0.20234603,0.9343492,3.5567026,-0.24518013,0.6299752,3.6823452,-0.015579558,0.7956139,3.7443042,-0.05840072,0.7102227,3.5915854,0.26234025,0.63956785,4.169219,0.117027216,0.6952762,3.1006796,0.32296214,0.5582754,4.1708717,0.43748307,0.54167235,2.9557624,0.4258386,0.43505323,2.9639034,0.42333537,0.4813347,3.0314422,0.28641552,0.57469183,4.392008,0.43894,0.5654255,4.3455334,0.44743297,0.5281108,4.1387024,0.48263082,0.5338607
121,4.068508,-0.49587944,0.9907724,4.0607786,-0.5158918,1.0148196,4.033604,-0.5308766,0.97413224,3.9288974,-0.49742818,1.0072995,3.9223523,-0.5307637,0.9180848,3.9902751,-0.33157003,0.98781973,3.815925,-0.42578566,0.8308603,4.083969,-0.13890196,0.94916826,3.5088098,-0.4077868,0.7254655,4.2945743,-0.19113955,0.9308171,3.604031,-0.23554225,0.6358312,3.718009,-0.017327854,0.8011774,3.7779322,-0.0546067,0.712319,3.6385953,0.26488405,0.6396869,4.2030063,0.12563594,0.6962108,3.1349585,0.30049375,0.5700075,4.218035,0.44849548,0.5389861,2.9765775,0.39574814,0.44805685,2.9955716,0.3950003,0.49547052,3.0750842,0.25848165,0.5907707,4.4450946,0.4442359,0.5711574,4.3972034,0.45372736,0.52970606,4.1889725,0.49532878,0.5288286
122,4.1066713,-0.49092287,0.99321365,4.0990243,-0.5116978,1.0178046,4.070862,-0.5280368,0.9782117,3.9603446,-0.49483564,1.0089545,3.9604225,-0.5292496,0.9223482,4.021349,-0.3327533,0.9908833,3.8401794,-0.42589244,0.8301691,4.1093006,-0.14040224,0.95534104,3.5484996,-0.39674073,0.7284451,4.323132,-0.18028133,0.9296967,3.6475813,-0.23014592,0.6421723,3.7535841,-0.0150452955,0.8052108,3.8171961,-0.05200722,0.7194304,3.6928046,0.2599283,0.64567506,4.2356806,0.13230273,0.6962923,3.1729283,0.2831742,0.5737886,4.266844,0.45781904,0.53783756,3.0069945,0.3747992,0.45132047,3.0305943,0.37574622,0.5034324,3.1138716,0.24535845,0.5944375,4.488533,0.4557605,0.5804656,4.444573,0.46503183,0.53250337,4.235954,0.5013646,0.52919346
123,4.140608,-0.4948414,0.9981837,4.132547,-0.5156574,1.0214156,4.104788,-0.5304705,0.98113155,3.9926186,-0.49397957,1.0114267,3.9998507,-0.52538455,0.925563,4.0688705,-0.32924148,0.9946801,3.8775992,-0.41890585,0.8328952,4.1348147,-0.14096485,0.9604134,3.580418,-0.3886025,0.7309996,4.3474345,-0.16823658,0.92894673,3.6900465,-0.22466768,0.6485428,3.788266,-0.015215,0.80528355,3.846272,-0.050439782,0.7209396,3.7238114,0.2682039,0.6371628,4.268564,0.13836879,0.6981832,3.2177982,0.257042,0.58044475,4.3093057,0.46833184,0.53541905,3.041379,0.34578252,0.47114924,3.0660756,0.3502739,0.51784307,3.1625693,0.21919005,0.60167855,4.531444,0.4609452,0.5848114,4.485315,0.47144988,0.5318151,4.280704,0.5120002,0.5254644
124,4.2145214,-0.48478246,1.006548,4.205893,-0.50630075,1.0293704,4.1785398,-0.5205807,0.9905693,4.066786,-0.4911995,1.0216957,4.0742736,-0.5186332,0.93717897,4.1548576,-0.32465684,1.0072978,3.9456983,-0.4122524,0.8446911,4.1978207,-0.14311942,0.97322994,3.6581805,-0.3766963,0.73924446,4.415786,-0.14145996,0.93291235,3.7872927,-0.20610057,0.6650237,3.869929,-0.012031845,0.81753486,3.9249582,-0.04448674,0.73212916,3.8158226,0.26740292,0.6534639,4.3307805,0.1586361,0.69852525,3.2907634,0.23805645,0.5859005,4.4001007,0.48188704,0.54194164,3.100299,0.3287948,0.50128293,3.1321058,0.33243176,0.5448948,3.2282763,0.20102766,0.59228885,4.623761,0.46986514,0.5930294,4.5749564,0.48138914,0.53893995,4.3788924,0.52613604,0.5306874
125,4.252422,-0.4817926,1.0099559,4.2440014,-0.50381505,1.03306,4.2191978,-0.51931,0.9952591,4.104668,-0.48937657,1.0254167,4.1073956,-0.51827544,0.94041693,4.1847672,-0.31887364,1.0106357,3.9795,-0.40762764,0.85044825,4.2316117,-0.13852382,0.9787579,3.7030096,-0.36548874,0.7450963,4.448297,-0.12466763,0.9338926,3.834686,-0.20136353,0.6733781,3.9012835,-0.007962489,0.81945103,3.9535065,-0.043627366,0.73321635,3.8540165,0.27254543,0.6527488,4.3533897,0.16389515,0.69561,3.329668,0.2115479,0.60032696,4.4306455,0.49067464,0.53720087,3.1376183,0.32586774,0.52412516,3.1646926,0.3217794,0.5618468,3.2770784,0.17381361,0.61303353,4.6529126,0.47599274,0.59464353,4.6073074,0.4890653,0.5357193,4.411089,0.53490233,0.5246518
126,4.291154,-0.47938386,1.013814,4.2836804,-0.4995322,1.0366998,4.2585187,-0.51462007,0.9984832,4.12789,-0.4866834,1.0256819,4.1475677,-0.51421094,0.94405955,4.216989,-0.3186714,1.0122852,4.006729,-0.40552166,0.85237086,4.2607102,-0.13914663,0.9827716,3.740875,-0.35545844,0.7460344,4.482469,-0.10856446,0.9327016,3.890904,-0.18767692,0.67941654,3.932475,-0.012081174,0.82290876,3.9934795,-0.043081462,0.73696476,3.905957,0.27956626,0.6545855,4.379237,0.17132759,0.69516784,3.395459,0.19874294,0.6157094,4.4679823,0.49919227,0.5354445,3.1922798,0.30480817,0.5540851,3.2231548,0.2984834,0.5851133,3.3324344,0.14713638,0.6150032,4.68963,0.48592567,0.58911127,4.6445847,0.49690217,0.536058,4.4500546,0.5442291,0.5226441
127,4.323869,-0.4750596,1.0163177,4.3200507,-0.49455845,1.0397161,4.294154,-0.5112356,1.0018816,4.165454,-0.48494512,1.0285366,4.1836567,-0.5130454,0.9483423,4.2491183,-0.3140454,1.0167165,4.0397387,-0.4025756,0.85836655,4.3001227,-0.13412625,0.9880483,3.7872453,-0.34582353,0.7535073,4.519814,-0.08922606,0.9377313,3.94691,-0.17712839,0.68820405,3.9737916,-0.007105394,0.8250144,4.0298753,-0.038670972,0.7420134,3.94356,0.2846008,0.65819776,4.412144,0.1812642,0.6928268,3.447629,0.18811703,0.6249014,4.4992175,0.5050106,0.5349169,3.2381015,0.2736478,0.55507195,3.2737746,0.26960754,0.6033828,3.3802066,0.122576386,0.600195,4.7128153,0.49092498,0.5706273,4.664459,0.50440633,0.526618,4.4756103,0.55303264,0.51798636
128,4.3613076,-0.4729445,1.0209583,4.3567715,-0.49398124,1.0442845,4.3312354,-0.5093699,1.005462,4.198979,-0.48408923,1.0314603,4.219786,-0.512032,0.95139474,4.2834787,-0.31308252,1.020023,4.0816584,-0.39930353,0.8624633,4.340914,-0.12927195,0.9925535,3.8307254,-0.34060866,0.75819695,4.5513144,-0.07203169,0.939769,4.005334,-0.16772804,0.69752383,4.0066047,-0.0038262496,0.8276894,4.0623355,-0.034229353,0.7433915,3.9912286,0.28977475,0.6590412,4.4290676,0.18869089,0.6859727,3.506251,0.18150643,0.6314149,4.5255036,0.5134445,0.5316877,3.2856147,0.27211234,0.5620063,3.3202634,0.2686785,0.60918856,3.4321678,0.11328501,0.60939765,4.7452836,0.5001733,0.56693155,4.700934,0.5103857,0.5279842,4.5067997,0.5613896,0.517386
129,4.398695,-0.46926367,1.024335,4.3903127,-0.4912556,1.0458504,4.368352,-0.5057717,1.0088269,4.2399535,-0.4799848,1.034426,4.257215,-0.5073245,0.9547716,4.3143883,-0.3107666,1.0225462,4.115262,-0.39538693,0.8649505,4.368613,-0.12571357,0.9985489,3.876654,-0.3280662,0.7603149,4.5723314,-0.0565329,0.94302917,4.0711827,-0.1562149,0.70991415,4.046813,0.0033970536,0.8342303,4.0993176,-0.028476074,0.7494504,4.035765,0.29293543,0.662024,4.457212,0.19847354,0.68366313,3.5611768,0.17314282,0.6344784,4.5488453,0.5205607,0.52652574,3.3334908,0.2679468,0.57096124,3.3801813,0.2578048,0.6240274,3.4809253,0.111381896,0.61987185,4.7654314,0.5012339,0.5484119,4.7235556,0.51699805,0.5181008,4.5225363,0.5645649,0.51327956
130,4.4335365,-0.4673597,1.0276296,4.425889,-0.48771808,1.0488459,4.400677,-0.50215083,1.0124459,4.2692623,-0.48155132,1.0365447,4.295752,-0.50342655,0.9585558,4.357506,-0.30637828,1.0274751,4.1473074,-0.3920009,0.86584926,4.3986855,-0.1227269,1.0024462,3.927027,-0.3173238,0.7669501,4.5974846,-0.039641004,0.941359,4.119918,-0.15006849,0.7179747,4.0991983,0.009361821,0.8407374,4.1272182,-0.023052057,0.7496831,4.0800037,0.29577473,0.6678263,4.482635,0.20698905,0.68105733,3.6085565,0.17560036,0.63488156,4.566836,0.5249113,0.52125317,3.371585,0.28389433,0.5909702,3.4093342,0.26905462,0.62711495,3.5297008,0.11713893,0.62695074,4.780088,0.50642574,0.53148896,4.739833,0.5229105,0.506832,4.547653,0.5678948,0.50865054
131,4.474361,-0.46267614,1.031986,4.4657164,-0.48421094,1.0527681,4.440683,-0.49896678,1.0170454,4.318839,-0.4782902,1.0417349,4.328654,-0.50078523,0.961379,4.40115,-0.30605394,1.0329019,4.192354,-0.38605246,0.8733538,4.4272475,-0.11630933,1.0069264,3.974344,-0.3015651,0.76869124,4.618981,-0.02700516,0.94538003,4.183571,-0.13784836,0.72790015,4.214988,0.017334417,0.8602519,4.132408,-0.024353275,0.74752885,4.131431,0.29939902,0.6731636,4.5046916,0.21168873,0.67989033,3.651668,0.16923769,0.64165705,4.5796676,0.5300444,0.51598585,3.417287,0.2626527,0.5908691,3.4511065,0.25880304,0.632845,3.586899,0.115433566,0.63639927,4.8037305,0.5147767,0.52352476,4.7599564,0.5300735,0.49714407,4.563738,0.5752412,0.505606
132,4.550892,-0.44740447,1.0409309,4.546116,-0.46871597,1.0635003,4.5207677,-0.48326832,1.02848,4.39049,-0.46296367,1.0487907,4.404033,-0.49178192,0.9735631,4.454954,-0.30372533,1.0412532,4.2721725,-0.37552696,0.8844579,4.4824557,-0.114763714,1.0182396,4.075589,-0.27803636,0.78423953,4.655317,-0.010176071,0.9495005,4.3003016,-0.12389429,0.75190425,4.3056507,0.026700487,0.872378,4.2129025,-0.017826464,0.7608251,4.242238,0.31010208,0.6871218,4.5606585,0.22573629,0.6826509,3.7747064,0.16015346,0.6594581,4.613093,0.53647095,0.51556975,3.5422535,0.24349278,0.6053984,3.5798767,0.22188646,0.64378047,3.728567,0.10766549,0.66637814,4.8525863,0.5459459,0.5079379,4.789889,0.55551875,0.4802067,4.582017,0.5770641,0.5028083
133,4.589538,-0.44598415,1.0468892,4.5849304,-0.4656714,1.0676825,4.558629,-0.4818758,1.0329014,4.4238553,-0.46502265,1.0537311,4.4421635,-0.48841885,0.9772493,4.4926686,-0.29896095,1.0448651,4.307646,-0.37169552,0.88727593,4.5129714,-0.10364738,1.0189499,4.1273174,-0.26505175,0.7886822,4.6888494,0.0046299216,0.9561051,4.3665586,-0.112255536,0.7614975,4.347842,0.032962564,0.87656856,4.255363,-0.009966679,0.76468456,4.291142,0.31522012,0.69215673,4.594224,0.228547,0.68912953,3.8347669,0.16372412,0.6707472,4.617019,0.54177743,0.5078923,3.592928,0.24236569,0.6173396,3.6209607,0.22865833,0.65308154,3.7911415,0.11659529,0.67719305,4.856564,0.5548566,0.49200785,4.8009257,0.56274843,0.47029877,4.5741873,0.581025,0.49359804
134,4.617632,-0.44326758,1.049405,4.6131024,-0.46295747,1.0703157,4.5898275,-0.47844088,1.03559,4.455985,-0.46118096,1.0559412,4.480136,-0.48621204,0.98326695,4.525913,-0.2931454,1.0467466,4.322052,-0.3676052,0.8846841,4.548325,-0.09628142,1.0221043,4.1892304,-0.24811988,0.7945942,4.678049,0.015190946,0.95358604,4.423901,-0.104659684,0.7720935,4.389254,0.04167066,0.8805543,4.2917767,-0.0012858297,0.76680595,4.34119,0.3224744,0.6940133,4.6254416,0.2372476,0.6883009,3.8838954,0.16654083,0.6757536,4.6206245,0.54064614,0.50425315,3.6513634,0.25051957,0.63779175,3.6913416,0.24120499,0.6827674,3.8305736,0.12755378,0.6780245,4.8520665,0.5504087,0.48269343,4.802174,0.56104505,0.46354902,4.5740533,0.58017486,0.48921284
135,4.6536374,-0.4404808,1.0530975,4.650138,-0.4588972,1.0741085,4.627139,-0.47386542,1.040722,4.4905972,-0.45446572,1.0582553,4.520177,-0.48177066,0.9880075,4.567348,-0.2881685,1.0528505,4.365657,-0.36251637,0.891258,4.556327,-0.09304835,1.0235268,4.238714,-0.23492809,0.80062395,4.691143,0.032936342,0.9550493,4.5003448,-0.095398344,0.7878036,4.4312954,0.04291267,0.88596165,4.3234124,0.004639983,0.76641667,4.385298,0.3226198,0.69828224,4.6582375,0.24393816,0.69029313,3.934259,0.1648306,0.6820715,4.62273,0.54238456,0.5006106,3.7010653,0.24006304,0.6500018,3.738749,0.22284311,0.6750368,3.8885708,0.1191597,0.6920283,4.849643,0.5530752,0.47472516,4.7864866,0.56282425,0.45619297,4.573085,0.5807266,0.4877538
136,4.7443285,-0.43008986,1.0684296,4.736293,-0.4507039,1.0883242,4.7127423,-0.4658307,1.0546751,4.5667276,-0.4454669,1.068666,4.5967326,-0.47168514,1.0013484,4.650032,-0.27554688,1.0642201,4.420028,-0.34837556,0.8986568,4.57958,-0.08488132,1.0236665,4.357924,-0.20422769,0.81671816,4.68955,0.044976808,0.9552106,4.609718,-0.08858668,0.81207365,4.535734,0.053635325,0.90030605,4.3952827,0.0164286,0.77604806,4.492937,0.32659766,0.717959,4.71645,0.24416347,0.7009594,4.06763,0.16701588,0.70917726,4.6254506,0.53992057,0.5012897,3.776635,0.14789253,0.48239735,3.8657346,0.20784457,0.68498206,4.0298877,0.12153797,0.71951324,4.8500247,0.55699587,0.46880522,4.783198,0.56462294,0.44785872,4.5735083,0.5766455,0.49144772
137,4.772408,-0.4280862,1.0715976,4.7719693,-0.4464707,1.0915457,4.7452316,-0.46152294,1.0584797,4.5952725,-0.44312048,1.0711105,4.635512,-0.46782342,1.0065261,4.671524,-0.27516833,1.0658851,4.450538,-0.3422866,0.8995174,4.6169095,-0.09016815,1.0325243,4.420347,-0.19547617,0.8251014,4.6963086,0.038372986,0.9652984,4.672397,-0.08612773,0.82495844,4.5694423,0.05103732,0.89992046,4.431465,0.01932396,0.7782591,4.544403,0.32434103,0.7278532,4.750085,0.2534345,0.69860667,4.123394,0.17535597,0.7166385,4.6214,0.5374055,0.5007714,3.8884935,0.2455049,0.65490687,3.9279048,0.22390443,0.7001855,4.081021,0.12783164,0.7254055,4.8386893,0.5609459,0.46333483,4.778752,0.5661731,0.44456857,4.5696173,0.5713086,0.4951144
138,4.8012586,-0.430192,1.075571,4.794568,-0.4470433,1.0944889,4.7736154,-0.4633067,1.0620089,4.6370764,-0.43751952,1.0758142,4.6767187,-0.46359873,1.0122844,4.699257,-0.27809486,1.0703517,4.508271,-0.33555096,0.9085,4.6382847,-0.095357396,1.0396471,4.467664,-0.19037473,0.8318607,4.717809,0.041947637,0.97486633,4.7403893,-0.080782376,0.84007615,4.5894685,0.048311356,0.9004262,4.460984,0.016435683,0.78253657,4.6179814,0.31862864,0.7426198,4.7806497,0.25131178,0.7036134,4.1896615,0.1799163,0.7289848,4.627207,0.5378525,0.5019155,3.9024062,0.18241262,0.50527924,3.9864569,0.22586887,0.7031569,4.1398582,0.12279746,0.74244547,4.826635,0.5633235,0.46089253,4.7731133,0.5669331,0.4417575,4.574747,0.5718508,0.4965911
139,4.841845,-0.4244827,1.0812392,4.834346,-0.44416565,1.0997036,4.8146553,-0.4580876,1.0687258,4.6770544,-0.43455037,1.0815616,4.714536,-0.45761952,1.0173928,4.736925,-0.27381337,1.0757133,4.5569587,-0.32901266,0.91633976,4.680476,-0.09004617,1.0478203,4.5328674,-0.17369504,0.8382757,4.7384596,0.037907213,0.98710513,4.8073983,-0.078319035,0.8547447,4.5975585,0.045694917,0.8969732,4.501073,0.01805669,0.78419846,4.666797,0.31873655,0.748149,4.7982125,0.2546402,0.6977752,4.2408824,0.1887925,0.7316582,4.631136,0.5413728,0.50375247,3.9715593,0.19522965,0.51086164,4.0456367,0.22747697,0.69233394,4.19251,0.13380738,0.7456246,4.833435,0.5650429,0.46145657,4.7799897,0.56866413,0.44235554,4.574295,0.5738294,0.49849474
140,4.877284,-0.42852992,1.0868115,4.858111,-0.45061672,1.1035676,4.8423634,-0.46268848,1.0723922,4.7066197,-0.4339216,1.0849828,4.7512803,-0.45613873,1.022248,4.767123,-0.2721922,1.079686,4.618498,-0.3238516,0.9282275,4.7234287,-0.09015751,1.0552858,4.5766835,-0.16845642,0.844976,4.852615,0.014610127,1.0237799,4.8827004,-0.07469349,0.87168384,4.627425,0.046016995,0.90054816,4.5424933,0.019965217,0.7901944,4.7086735,0.31566378,0.75547636,4.8206496,0.26343668,0.6934808,4.295845,0.18251334,0.746841,4.6367636,0.5404982,0.5067622,4.0418553,0.19801076,0.52369,4.123888,0.23150983,0.69787407,4.242856,0.13186249,0.74920774,4.8349705,0.56602603,0.45983398,4.77829,0.57030475,0.4411281,4.578779,0.56945634,0.5038497
141,4.922288,-0.415167,1.0917516,4.910997,-0.43468708,1.1095407,4.887183,-0.44925106,1.0775652,4.7284636,-0.4312451,1.0859451,4.7852306,-0.45051762,1.0264672,4.795602,-0.27208778,1.0838288,4.6637697,-0.31974548,0.9339044,4.7667303,-0.09121489,1.0637889,4.6461315,-0.15717553,0.85502917,4.7942314,0.012784628,1.0189959,4.941808,-0.07415757,0.8836461,4.677074,0.061890915,0.90269774,4.588702,0.03544768,0.7930617,4.765967,0.31708336,0.7661293,4.8404393,0.26657933,0.69295895,4.3346095,0.18647982,0.75133497,4.6302233,0.54179716,0.50443536,4.1018023,0.19826777,0.5346425,4.181299,0.23309657,0.7143716,4.2750134,0.12447836,0.75518674,4.8322663,0.56731653,0.45792463,4.7800155,0.5711913,0.44085613,4.5749226,0.570616,0.5041548
142,4.96308,-0.41077968,1.0976539,4.950908,-0.43196326,1.1152517,4.9315977,-0.44416186,1.0844029,4.7730546,-0.4266926,1.0917473,4.825865,-0.44557655,1.0324265,4.78739,-0.27113655,1.0809501,4.7173977,-0.31652603,0.9415995,4.700435,-0.087408975,1.0501703,4.7017326,-0.15066704,0.8609415,5.06605,0.009434228,1.0748136,5.0125055,-0.07373486,0.8988188,4.599897,0.051129874,0.89120036,4.6277046,0.033318494,0.8030891,4.7993617,0.3137838,0.7681834,4.865144,0.27229378,0.6936143,4.390779,0.17075445,0.75904304,4.6330876,0.54136443,0.5058099,4.1808743,0.21002041,0.54836506,4.2362785,0.21218994,0.66584384,4.3319592,0.1250355,0.7616327,4.8253064,0.5702039,0.45579663,4.763712,0.5702803,0.43736345,4.5796676,0.56996423,0.5046204
143,5.005834,-0.40272084,1.1036536,4.9971957,-0.42340416,1.1216364,4.973495,-0.4375798,1.0907522,4.8123374,-0.41859367,1.0968062,4.864237,-0.43951187,1.038321,4.7530627,-0.27545983,1.0722387,4.769734,-0.31113008,0.9516378,4.719008,-0.09325577,1.0567682,4.7621346,-0.13989404,0.86947656,5.0955863,0.004013052,1.0870664,5.0630274,-0.07676275,0.91301644,4.6287646,0.061127927,0.89159,4.6588197,0.040648367,0.8036401,4.9417043,0.30921608,0.79664105,4.895475,0.26664686,0.700332,4.4408336,0.17782624,0.7666331,4.637504,0.5381513,0.50804865,4.246682,0.21876615,0.57041585,4.2955194,0.22442538,0.67614603,4.396657,0.1431282,0.7704541,4.8252516,0.56963855,0.45311353,4.7674856,0.5689256,0.4380205,4.5741577,0.5681859,0.503608
144,5.0399866,-0.40649566,1.1094763,5.031321,-0.42708182,1.1270524,5.009214,-0.43924734,1.0978862,4.844883,-0.4216677,1.101478,4.902594,-0.43654436,1.0446287,4.759579,-0.27827284,1.0699736,4.8184366,-0.3062912,0.95747596,4.7430496,-0.092977814,1.0615249,4.824276,-0.13810715,0.8792212,5.117014,0.0005916873,1.0973618,5.119331,-0.0802986,0.92795473,4.6514754,0.06250519,0.8902371,4.702764,0.04498176,0.80893385,5.020722,0.30690867,0.8075805,4.9026756,0.27810517,0.6908698,4.5091224,0.18001685,0.7732233,4.6397767,0.53821546,0.5096595,4.2756324,0.32489032,0.52477074,4.38294,0.23813826,0.6924245,4.4609904,0.1222376,0.75548947,4.8339863,0.5709502,0.4554793,4.777376,0.57173413,0.43961966,4.57608,0.5666491,0.50625366
145,5.0777545,-0.39742416,1.1138699,5.0692687,-0.41772774,1.1320966,5.0420313,-0.43203738,1.1013834,4.895073,-0.41268057,1.1086811,4.9398255,-0.43379894,1.050596,4.8062253,-0.27650666,1.0772927,4.8650036,-0.30384603,0.9680962,4.757953,-0.08688851,1.0626171,4.8889093,-0.13320105,0.8913509,5.1174836,-0.0014549448,1.1026525,5.179027,-0.08214341,0.9432541,4.6972656,0.065298714,0.89506704,4.7384906,0.040131718,0.8177899,5.0637918,0.30542377,0.8130238,4.9223413,0.28597084,0.6877708,4.6050377,0.2161752,0.76466537,4.6390924,0.53833514,0.50892,4.8138885,0.34581637,0.6742955,4.8317785,0.28554726,0.77569133,4.5381465,0.1729742,0.74315727,4.8467937,0.5723403,0.45725906,4.7899303,0.5723623,0.44372958,4.5765743,0.5670275,0.5076362
146,5.1086698,-0.3975034,1.1189603,5.100677,-0.41579896,1.1363494,5.0765367,-0.43147975,1.1073488,4.9131436,-0.4114596,1.1098704,4.9813814,-0.4319395,1.0582216,4.843323,-0.27836365,1.0826218,4.9060907,-0.3027897,0.9749628,4.7946734,-0.081969395,1.0690364,4.9488873,-0.12637156,0.904136,5.165551,-0.0059047453,1.1168933,5.2377386,-0.086748205,0.9623369,4.7471805,0.06887703,0.8995193,4.772469,0.04210182,0.82039726,5.128231,0.30107105,0.8241171,4.935448,0.2898914,0.6855249,4.674918,0.23107739,0.7713477,4.64386,0.53771627,0.5105883,4.8930054,0.52039015,0.55703694,4.822485,0.3247149,0.7474452,4.606967,0.21107456,0.74077326,4.832068,0.57275665,0.45124933,4.7754283,0.5707795,0.4393866,4.5843306,0.5636302,0.5101523
147,5.156013,-0.3944665,1.127002,5.150902,-0.41431442,1.14515,5.123675,-0.42887035,1.1150155,4.9593644,-0.41052517,1.1169305,5.0161204,-0.4275182,1.0636681,4.875383,-0.28000998,1.0867645,4.9545383,-0.2985809,0.9842587,4.8381076,-0.08142468,1.077147,5.010546,-0.12135962,0.9174097,5.131771,-0.013908798,1.1178255,5.293529,-0.08967451,0.9797322,4.7679067,0.069972105,0.8989453,4.8020782,0.043466207,0.8223557,5.1935687,0.2964993,0.83787984,4.9550033,0.29478964,0.6858337,4.7559156,0.23127815,0.7987645,4.642803,0.5377096,0.510194,4.8955607,0.3153674,0.7330178,4.7298965,0.3119083,0.73187727,4.6321344,0.22414887,0.7326854,4.8259406,0.57188916,0.44822848,4.7658296,0.569024,0.4378685,4.5834193,0.56160563,0.5114063
148,5.193004,-0.39023554,1.1328217,5.187547,-0.40981582,1.1503311,5.160967,-0.4241437,1.1218406,4.9993086,-0.40591532,1.1222627,5.058229,-0.42534357,1.0713186,4.904922,-0.2827646,1.0889813,5.004187,-0.29443032,0.9926168,4.8721747,-0.088845946,1.0875655,5.066212,-0.11920184,0.9249023,5.0725365,-0.041829254,1.120297,5.351089,-0.09067629,0.99271506,4.8133907,0.063028246,0.9053484,4.8392296,0.04054184,0.82889414,5.257223,0.29291916,0.850986,4.979563,0.29893258,0.68798167,4.838445,0.23848978,0.812427,4.646176,0.5333042,0.5144427,4.8977575,0.31354818,0.7370541,4.774172,0.3163349,0.73695254,4.7154694,0.21793506,0.74988836,4.816701,0.5709513,0.4482302,4.75581,0.56931484,0.43477887,4.5816836,0.5562318,0.51515293
149,5.269441,-0.3853859,1.1487582,5.259392,-0.40752548,1.1651751,5.2368627,-0.41930795,1.1371988,5.0857635,-0.39876267,1.1372876,5.1397924,-0.41610095,1.0891347,4.9928374,-0.2762716,1.103993,5.0923758,-0.28951085,1.0141865,4.8721266,-0.08546107,1.0870851,5.1850767,-0.10465461,0.95028234,4.835656,0.015159464,1.063553,5.4631066,-0.09695531,1.0280962,5.0501385,0.08692513,0.94863385,4.913229,0.05175959,0.8410051,5.3746543,0.27504995,0.8842546,5.0196996,0.3077872,0.69207716,5.053752,0.25781187,0.855316,4.6538415,0.5290585,0.5191557,4.9871173,0.35493279,0.72619843,4.924017,0.442399,0.6821485,4.796677,0.22143318,0.7692874,4.8250356,0.57277393,0.4506014,4.7627153,0.56899256,0.436639,4.5858374,0.55073416,0.5182498
150,5.3201647,-0.37822163,1.1576197,5.3104367,-0.39850062,1.1730675,5.2843513,-0.4105155,1.1450272,5.133168,-0.3954336,1.144676,5.178705,-0.41007242,1.0956495,5.0280266,-0.2694503,1.1078492,5.1472116,-0.28763887,1.0277011,4.9172115,-0.0891597,1.0980322,5.236004,-0.10253306,0.96259636,5.1619134,0.004172591,1.1259173,5.5163918,-0.10000321,1.0435734,5.109941,0.086417496,0.95823646,4.9528,0.049310405,0.84757715,5.419227,0.26560527,0.89513755,5.0329747,0.3077359,0.6935688,5.079271,0.25786665,0.8601601,4.656249,0.5249939,0.5221362,4.994581,0.30618832,0.7583056,4.8754983,0.29462522,0.75441194,4.8524747,0.21246281,0.79861873,4.8198743,0.57211226,0.44717658,4.753822,0.56630474,0.43385556,4.588008,0.5466382,0.5211477
