frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_GROIN_x,LEFT_GROIN_y,LEFT_GROIN_z,RIGHT_GROIN_x,RIGHT_GROIN_y,RIGHT_GROIN_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_BIG_TOE_x,LEFT_BIG_TOE_y,LEFT_BIG_TOE_z,LEFT_LITTLE_TOE_x,LEFT_LITTLE_TOE_y,LEFT_LITTLE_TOE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_BIG_TOE_x,RIGHT_BIG_TOE_y,RIGHT_BIG_TOE_z,RIGHT_LITTLE_TOE_x,RIGHT_LITTLE_TOE_y,RIGHT_LITTLE_TOE_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z
58,1.730107,-0.58673155,0.79640144,1.7148685,-0.6134451,0.8250777,1.6969992,-0.6273135,0.7733191,1.5288,-0.59625345,0.82313883,1.5786892,-0.6278466,0.7063544,1.4652765,-0.45004433,0.82825726,1.5833644,-0.5032775,0.61666644,1.3412485,-0.38402373,0.9235049,1.683119,-0.32428244,0.4861282,1.4745319,-0.27114552,0.9901771,1.9026182,-0.3569984,0.63429254,1.4979007,-0.07109247,0.6488826,1.3857892,-0.11428899,0.4816675,1.8741646,0.056985043,0.57653946,1.2883608,0.23121393,0.34335503,1.5853515,0.34677207,0.42500335,0.9146747,0.47732607,0.2661394,1.7525978,0.46808383,0.346259,1.7179415,0.47177568,0.39435387,1.4955031,0.37054846,0.41356567,0.9515201,0.6945086,0.1843521,0.8761264,0.65412587,0.16393355,0.7596544,0.49780467,0.28212747
59,1.7620467,-0.5870142,0.7993574,1.7472165,-0.6115376,0.8271444,1.7330561,-0.626471,0.7770274,1.5617764,-0.5944917,0.82702184,1.6153948,-0.6255913,0.71003085,1.4986404,-0.44810057,0.833509,1.6210525,-0.50299406,0.62139183,1.43136,-0.3107296,0.9169967,1.7233734,-0.32709932,0.49372476,1.5194069,-0.267328,0.9914543,1.9435358,-0.35636553,0.6432937,1.5324274,-0.07293815,0.6495441,1.420369,-0.116464905,0.48402935,1.9040437,0.05162002,0.57725126,1.3152137,0.223434,0.35058218,1.6461147,0.36074418,0.4176256,0.950642,0.45546618,0.26993895,1.8137285,0.47368568,0.3506718,1.7849562,0.47688302,0.3941656,1.5633523,0.38406056,0.40434355,0.9612938,0.6889313,0.19408284,0.8917659,0.64425176,0.17178163,0.7862919,0.4730452,0.27188706
60,1.796485,-0.584445,0.8019381,1.7809072,-0.6097714,0.83136094,1.766634,-0.6252182,0.77999175,1.5880799,-0.59619147,0.83081144,1.6481827,-0.6256888,0.71348435,1.5190943,-0.45087898,0.83853066,1.6567537,-0.5030669,0.6257618,1.4646804,-0.30892196,0.9128541,1.7633355,-0.32809544,0.4962305,1.5690238,-0.27002874,0.99201596,1.9762547,-0.35721448,0.649338,1.5661253,-0.07267214,0.65143776,1.4630989,-0.118280925,0.48990592,1.9360983,0.054762717,0.5764359,1.3766516,0.19855946,0.36941874,1.7084755,0.370376,0.41688997,0.9696219,0.4470292,0.2699362,1.8968363,0.47365847,0.36655137,1.8604096,0.47402334,0.40747273,1.6308554,0.39575204,0.39604914,0.9632411,0.6853436,0.20544185,0.90794,0.6304562,0.18130419,0.8027584,0.46366966,0.2743131
61,1.8378295,-0.5805548,0.80627835,1.8234649,-0.6050199,0.8355276,1.8051069,-0.6219898,0.78467274,1.656449,-0.59079283,0.83794004,1.6824542,-0.62548614,0.7189454,1.538231,-0.44953582,0.8370344,1.7057165,-0.49838606,0.6332507,1.4826305,-0.3114026,0.91056275,1.8001603,-0.33384934,0.5031291,1.693106,-0.12589371,0.97233826,2.0090396,-0.35605395,0.65455884,1.595477,-0.07742294,0.6554395,1.5129218,-0.12009884,0.4992702,1.9723493,0.058435336,0.57362884,1.4067935,0.1924818,0.37621424,1.774113,0.37561315,0.41567808,0.99437755,0.42242974,0.27015805,1.9823905,0.46652713,0.37695748,1.9380541,0.46995765,0.41843012,1.6997182,0.4045017,0.38648522,0.9823485,0.6531418,0.20383169,0.92447233,0.59904087,0.1785114,0.83051705,0.44381148,0.27186906
62,1.8646685,-0.579973,0.80951244,1.853419,-0.6041512,0.8387235,1.8378637,-0.6205437,0.7891114,1.6849643,-0.59031576,0.84186584,1.717807,-0.6236211,0.7245717,1.5709077,-0.44999754,0.8427316,1.7431952,-0.49560413,0.63401836,1.5115513,-0.31652227,0.9123024,1.8365843,-0.33500344,0.5071787,1.7185248,-0.13017115,0.9709602,2.040879,-0.35190016,0.65878755,1.6357462,-0.07940396,0.6575979,1.5546025,-0.123715326,0.50403875,2.009938,0.058764294,0.5766221,1.4301378,0.18453874,0.37950557,1.8376284,0.38620633,0.41403574,1.0107038,0.41009146,0.27455443,2.0474203,0.45705914,0.38231015,2.003831,0.4672996,0.42301086,1.7706248,0.41920963,0.39685985,0.9997461,0.62230945,0.19748178,0.93772054,0.57999307,0.17774901,0.8432354,0.43968666,0.28309688
63,1.8989075,-0.58111835,0.8138092,1.8877187,-0.6053863,0.8429645,1.8724977,-0.6202948,0.7931707,1.7099513,-0.5910059,0.8444976,1.7493539,-0.6222647,0.7278456,1.5887587,-0.45356765,0.83958703,1.7760227,-0.49041152,0.63609976,1.5368447,-0.33330885,0.912058,1.8708252,-0.33536175,0.5082029,1.6482904,-0.27961704,0.99154055,2.0746913,-0.3458829,0.66776067,1.6793957,-0.07883268,0.6583858,1.5818567,-0.121960625,0.5015489,2.047772,0.06080662,0.5802622,1.4647652,0.18417376,0.39018944,1.8944004,0.39386004,0.4148249,0.9996825,0.41635242,0.27691698,2.111506,0.45170256,0.38097748,2.0691137,0.46653506,0.4249924,1.8299692,0.4326439,0.40147683,0.98163086,0.6359953,0.2405589,0.93912613,0.5777414,0.18540025,0.82525826,0.45215836,0.28824863
64,1.933222,-0.5803906,0.8163194,1.9218099,-0.6043608,0.84690976,1.9060814,-0.6192141,0.7971789,1.7414593,-0.5893254,0.8475298,1.7840866,-0.6201969,0.7335973,1.622598,-0.4536582,0.8416482,1.8067458,-0.49090254,0.64039636,1.5528357,-0.36198875,0.9170364,1.9091935,-0.33437562,0.5121301,1.6968477,-0.23107448,0.9799906,2.1131442,-0.3421053,0.67178684,1.719644,-0.08440211,0.66145885,1.6172523,-0.1280843,0.50509894,2.082987,0.06265558,0.5840335,1.5017248,0.18175597,0.39832827,1.9617695,0.40265414,0.4151386,1.001435,0.41537273,0.28721517,2.170794,0.45507884,0.38159588,2.1280954,0.46707872,0.4262649,1.8990763,0.44062036,0.4040047,0.99059397,0.62538373,0.24503274,0.94641703,0.5709923,0.19288611,0.8354577,0.44669488,0.2942971
65,1.9689585,-0.5778633,0.8197274,1.9577076,-0.60185534,0.85061985,1.9410602,-0.618357,0.8006474,1.785725,-0.5857757,0.85195434,1.8155748,-0.6190748,0.7376151,1.6604811,-0.4563926,0.84429073,1.8382772,-0.49362046,0.64378244,1.5877542,-0.3664936,0.91800505,1.9508783,-0.3353146,0.5182625,1.7376378,-0.23623362,0.9778358,2.1429133,-0.33534223,0.67499053,1.738801,-0.079330616,0.65567833,1.6511942,-0.12845793,0.50631636,2.105271,0.06832129,0.5794886,1.5362532,0.18383166,0.40576696,2.0192165,0.4156082,0.4096953,0.99543256,0.42155936,0.30191198,2.2421768,0.4599463,0.38681474,2.1902332,0.46939802,0.425281,1.9626249,0.4569346,0.39766008,0.98791385,0.6123015,0.26215693,0.9369213,0.5735301,0.23970784,0.8583409,0.4400452,0.32297933
66,2.0072608,-0.577139,0.8249935,1.9921027,-0.6008033,0.8531222,1.9761372,-0.61655307,0.80322,1.8305575,-0.5843976,0.8545982,1.8517085,-0.617721,0.74013525,1.6915252,-0.4518833,0.8433004,1.8743132,-0.4932125,0.65046734,1.6286566,-0.34830084,0.9183154,1.9806409,-0.33583465,0.51831955,1.8015367,-0.21029468,0.9713357,2.1747038,-0.3260637,0.6769624,1.7655278,-0.071878254,0.6543102,1.7021598,-0.121563375,0.50893533,2.138733,0.07937996,0.5770019,1.573572,0.18063924,0.4091581,2.0764306,0.42365742,0.40946865,1.0203456,0.41457224,0.31716073,2.3041131,0.46170545,0.3889018,2.2507575,0.4724582,0.4261453,2.028481,0.47004303,0.3977862,1.0144758,0.58424735,0.26735204,0.9655375,0.54474866,0.23617238,0.90194035,0.4305598,0.34632963
67,2.0400126,-0.57483286,0.8286157,2.0287642,-0.59681547,0.8568291,2.011735,-0.6140059,0.80735177,1.8644749,-0.57768166,0.855128,1.8894578,-0.6176317,0.743968,1.7105755,-0.45191067,0.84164417,1.9101036,-0.4926838,0.65182406,1.6593876,-0.33224058,0.91642225,2.0173857,-0.3349002,0.52427685,1.8068272,-0.21268934,0.96613,2.2018695,-0.3164749,0.68018776,1.7770203,-0.077178195,0.65296715,1.7583247,-0.12305634,0.5106458,2.1785614,0.096286304,0.5787237,1.6118109,0.17525874,0.4170324,2.121475,0.42925054,0.40861475,1.05845,0.39260092,0.32019615,2.346256,0.46468353,0.38161325,2.2958894,0.47851416,0.42314574,2.0872645,0.4820937,0.39097422,1.0076046,0.57170784,0.2941184,0.9824407,0.51833487,0.24995115,0.9317558,0.40596908,0.3452793
68,2.0765445,-0.5750108,0.83178926,2.0621815,-0.5966273,0.8610116,2.0454218,-0.615075,0.8105358,1.8985448,-0.57686883,0.86087465,1.9240634,-0.61666894,0.7484224,1.7441363,-0.45051402,0.84184575,1.9480015,-0.4884136,0.66122264,1.646149,-0.39558035,0.92200273,2.0518036,-0.33255947,0.52443004,1.7770787,-0.22245085,0.9590729,2.2406328,-0.30715585,0.6799042,1.8193858,-0.07489682,0.65154403,1.7751418,-0.12158622,0.50469595,2.201611,0.094607554,0.5820108,1.6471031,0.18465215,0.41207474,2.178344,0.4402635,0.40872455,1.0987337,0.36291355,0.33591613,2.405421,0.46124393,0.3898951,2.3543758,0.47719982,0.42576504,2.1413898,0.49613518,0.39089134,1.0247676,0.5481695,0.2919637,1.0097947,0.48771963,0.2577073,0.96790236,0.36946112,0.36451128
69,2.107611,-0.57659644,0.8350445,2.0970325,-0.5968434,0.86468583,2.0792115,-0.61474746,0.8132869,1.9268125,-0.5777983,0.8622279,1.9589823,-0.61448,0.75047517,1.7730094,-0.45043898,0.83760136,1.9861636,-0.48579076,0.66154855,1.675177,-0.3873992,0.92175764,2.0814247,-0.33096546,0.5265299,1.7957625,-0.22036906,0.95352435,2.2691755,-0.29803893,0.68141884,1.7306292,-0.08268033,0.6346301,1.83453,-0.12173673,0.514721,2.2413392,0.11172696,0.57842875,1.6846619,0.1893632,0.42322305,2.2285588,0.44690967,0.41100878,1.2211121,0.277532,0.37284073,2.4454443,0.4640747,0.38632622,2.3938808,0.47997808,0.4223447,2.207639,0.51293254,0.38978493,1.0340991,0.5263296,0.26402235,1.032596,0.47708502,0.24569058,0.98091155,0.35483357,0.3544909
70,2.1441844,-0.57496023,0.83811384,2.1301644,-0.5958132,0.8674917,2.112111,-0.6139123,0.81772405,1.9500606,-0.578773,0.86415404,1.9928747,-0.61551535,0.7555907,1.800581,-0.4486374,0.83931834,2.0194108,-0.48732647,0.66272986,1.6985793,-0.38342276,0.91899115,2.1106725,-0.33196864,0.53023916,1.8106279,-0.21566543,0.9464845,2.2985904,-0.28859758,0.67957544,1.8116598,-0.07760053,0.63909745,1.856248,-0.12545088,0.5125818,2.2711718,0.11769466,0.5839804,1.7171829,0.1906485,0.42043632,2.2825425,0.45940572,0.4083996,1.2857723,0.22878955,0.3838117,2.480005,0.46328002,0.38585606,2.438175,0.48072585,0.41875327,2.2606406,0.5207693,0.38286886,1.0549723,0.50437087,0.25378427,1.0449132,0.46197262,0.23498796,1.0119234,0.33149862,0.34068915
71,2.175861,-0.5734387,0.8409881,2.1649609,-0.5951896,0.87138647,2.1469874,-0.61349446,0.82108855,1.9960762,-0.5742548,0.86900264,2.026989,-0.6140401,0.75797284,1.8434,-0.44495848,0.84251624,2.051306,-0.48290583,0.6649483,1.71923,-0.38663024,0.91924185,2.1413248,-0.3294597,0.53178626,1.8335986,-0.2338817,0.9447498,2.325055,-0.27642393,0.67402476,1.89084,-0.072084844,0.64423126,1.8886291,-0.11933381,0.5098326,2.2888129,0.12977313,0.58121794,1.759912,0.20212193,0.41484144,2.3261144,0.47247007,0.4064144,1.2995981,0.21416767,0.38286996,2.5293906,0.45835972,0.3920419,2.4810429,0.4776578,0.41907626,2.3136861,0.52989423,0.3822497,1.0725445,0.46917662,0.2451167,1.0580552,0.441622,0.22909138,1.0417689,0.3164452,0.33866543
72,2.215712,-0.57064617,0.844606,2.2011423,-0.5947782,0.87387305,2.1832025,-0.6100225,0.8248969,2.0321023,-0.5779201,0.8714319,2.063784,-0.61144465,0.761407,1.8781259,-0.44319427,0.84166384,2.0835953,-0.4844277,0.6621531,1.7652619,-0.37539208,0.91740197,2.166789,-0.32809427,0.5342557,1.8979632,-0.20119031,0.93290275,2.3552966,-0.26088274,0.67038757,1.8971531,-0.070151374,0.6387811,1.9208816,-0.11563851,0.50698715,2.3064597,0.13946187,0.5793614,1.7888367,0.20680816,0.39996475,2.3726375,0.48674187,0.40171868,1.2975907,0.21340138,0.37359902,2.572663,0.45933014,0.39743713,2.5279188,0.47746643,0.42225102,2.3561122,0.53666615,0.37652364,1.0775969,0.46662438,0.23614016,1.0685526,0.43690446,0.21589056,1.0669979,0.30968612,0.3278065
73,2.2480376,-0.5683262,0.8480908,2.229908,-0.5946808,0.87578547,2.215546,-0.6104392,0.82746184,2.0633042,-0.576179,0.8733825,2.098471,-0.6090051,0.7632861,1.9169252,-0.4441771,0.84382796,2.1138444,-0.48525268,0.66394186,1.7816201,-0.3745781,0.9141695,2.190893,-0.32850787,0.5340578,1.9084934,-0.19604595,0.92266023,2.3817804,-0.24728322,0.6675387,1.8634127,-0.073245846,0.6293363,1.9626609,-0.116307594,0.51344615,2.3387413,0.1530377,0.5775415,1.8285661,0.21007724,0.39941177,2.4130266,0.5004454,0.40002048,1.3655518,0.17261335,0.4001275,2.5930095,0.45902857,0.40041548,2.5534089,0.48215052,0.42358884,2.3986583,0.5516154,0.3697425,1.0807474,0.46495864,0.23787305,1.087628,0.43033046,0.22458386,1.1135982,0.30014104,0.3329371
74,2.2820585,-0.5704266,0.850151,2.2642176,-0.5940652,0.87867326,2.2495065,-0.6098375,0.83025235,2.0979204,-0.5741023,0.8779271,2.1354494,-0.60591495,0.76764107,1.9509908,-0.43854624,0.8468081,2.153233,-0.48283106,0.66895473,1.8176265,-0.36669174,0.91424555,2.213198,-0.3290166,0.5345312,1.9041778,-0.22185118,0.9182528,2.410698,-0.23743007,0.6615838,1.8804481,-0.06969752,0.6234929,1.9979138,-0.114826486,0.5158735,2.3652291,0.16379966,0.5781906,1.865179,0.21779355,0.40147385,2.4425445,0.51102585,0.39631957,1.3569461,0.19729728,0.3871925,2.6191237,0.46752226,0.4000062,2.581611,0.48510695,0.42423216,2.4318812,0.55976504,0.3629976,1.1123979,0.4542595,0.24073987,1.1217155,0.4100822,0.22688991,1.1696404,0.2835699,0.34006977
75,2.3166115,-0.5664355,0.8527483,2.3016427,-0.591131,0.8822496,2.2842178,-0.6059195,0.83264184,2.1319613,-0.5719815,0.87910515,2.1689503,-0.6044064,0.76968104,1.979157,-0.43467897,0.8453785,2.1881728,-0.48087797,0.6688954,1.8615323,-0.35561192,0.9094045,2.2353778,-0.32709888,0.5364839,1.9982879,-0.18270893,0.9062934,2.4351776,-0.222225,0.6559689,1.916377,-0.067621954,0.62674594,2.0266857,-0.10907674,0.5146718,2.3941355,0.17192836,0.5792746,1.905037,0.21383847,0.3974807,2.4761171,0.51925534,0.3905602,1.380916,0.1962914,0.37908155,2.6495845,0.46728334,0.40628088,2.6150362,0.48667762,0.42630023,2.4685147,0.56926924,0.35423923,1.3240104,0.3164183,0.28368834,1.2724422,0.2845324,0.2721551,1.2213404,0.27303836,0.33289206
76,2.349107,-0.5649517,0.85475755,2.3342998,-0.5902198,0.88269293,2.319873,-0.6040892,0.8350878,2.169093,-0.5692999,0.87959546,2.205685,-0.6012069,0.77397007,2.0162141,-0.4300467,0.8485427,2.2266085,-0.47968906,0.67020607,1.9033064,-0.34462404,0.9053339,2.2596283,-0.32514974,0.538314,2.0313041,-0.16611135,0.8956453,2.4629543,-0.20685777,0.650955,2.052533,-0.054151446,0.64274114,2.0433714,-0.105660915,0.51210636,2.419152,0.17877583,0.5769543,1.9487867,0.2282586,0.39689767,2.5096314,0.52962047,0.39122748,1.4361181,0.17624518,0.3845486,2.6883767,0.48540437,0.40165094,2.6451647,0.5065669,0.42106423,2.4986186,0.57222927,0.36102128,1.3557335,0.28677955,0.286699,1.3022907,0.25567275,0.28092253,1.3773096,0.14544503,0.3961036
77,2.3855543,-0.563528,0.8578705,2.3684008,-0.58742553,0.8849881,2.3531618,-0.6021377,0.8393764,2.2041469,-0.5688326,0.88266164,2.2356339,-0.6023646,0.7750291,2.048896,-0.42684156,0.851662,2.2613199,-0.4755181,0.6745171,1.9473739,-0.33700627,0.90370005,2.2898545,-0.32136613,0.54194444,2.0911255,-0.13832833,0.88452077,2.489554,-0.19422676,0.6400295,1.9530231,-0.057712022,0.62165207,2.0786626,-0.10137408,0.51175976,2.4378533,0.20000437,0.5710666,1.9810152,0.236959,0.40097195,2.5364392,0.5394404,0.38508153,1.4736476,0.18403545,0.40642372,2.7101326,0.48594224,0.40296185,2.670079,0.51260537,0.42146417,2.5254767,0.58422905,0.35351232,1.2031915,0.4319982,0.22374754,1.1879544,0.3797319,0.22616728,1.3960383,0.18001284,0.3984761
78,2.4206743,-0.56255835,0.861454,2.4040422,-0.5860595,0.88851136,2.385258,-0.6010113,0.84042865,2.232184,-0.5690666,0.8850822,2.270799,-0.5977737,0.7774218,2.092118,-0.42243788,0.8552511,2.2948756,-0.47546136,0.6763501,1.9902735,-0.3206701,0.9030435,2.3151703,-0.319389,0.5453095,2.1248229,-0.1298634,0.87717426,2.5101843,-0.1844702,0.62935966,2.0101335,-0.047743242,0.62500334,2.1127055,-0.09531322,0.5152139,2.4690382,0.20911402,0.5700362,2.016754,0.24040204,0.40350083,2.5609677,0.54294956,0.3896167,1.5174875,0.18505667,0.40864286,2.7431543,0.50967455,0.40109983,2.7052412,0.5348623,0.41896915,2.5525494,0.5927291,0.35558796,1.2394373,0.41836676,0.24750228,1.2320635,0.3769823,0.24342434,1.4656478,0.14518934,0.41110846
79,2.4860046,-0.5555218,0.8635873,2.4720533,-0.5801106,0.89118737,2.4564009,-0.5947775,0.8458903,2.3067284,-0.5635764,0.89010465,2.337456,-0.594833,0.7831419,2.16958,-0.41520634,0.85887057,2.3615909,-0.46943474,0.6792807,2.1174679,-0.23910642,0.88596845,2.3637733,-0.31977957,0.54298246,2.2800992,-0.08299708,0.8630449,2.5578942,-0.16259323,0.613284,2.0776684,-0.051159825,0.6356918,2.1773098,-0.09603977,0.5218762,2.516689,0.22658883,0.56572276,2.096279,0.24343133,0.40336215,2.6071875,0.5579018,0.39352664,1.619187,0.17378321,0.4241947,2.775854,0.5253861,0.41298154,2.6577764,0.37509987,0.51632106,2.598866,0.6009227,0.36057577,1.3179973,0.3861986,0.280828,1.326736,0.35197425,0.2651171,1.5487934,0.12961145,0.42309955
80,2.5524724,-0.5510988,0.86934566,2.536221,-0.5738341,0.89748394,2.5194552,-0.590424,0.8513598,2.3749127,-0.55790466,0.89697033,2.4040322,-0.5880173,0.79078424,2.2526188,-0.40779436,0.86797374,2.423905,-0.46636763,0.69017386,2.173654,-0.21624854,0.8841996,2.4163375,-0.31337976,0.5494154,2.363101,-0.075777255,0.85571253,2.5938616,-0.15092093,0.6049906,2.2564323,-0.04054505,0.665249,2.2274656,-0.093487576,0.5302446,2.569703,0.23574744,0.56971854,2.1978617,0.26181546,0.4102591,2.6471577,0.5665356,0.39452633,1.7176791,0.16952176,0.44028616,2.8619776,0.5772847,0.40024012,2.827993,0.59187704,0.42863077,2.635231,0.60701907,0.36228955,1.4322531,0.3770632,0.31315598,1.4306414,0.35161516,0.30274156,1.6531553,0.12898,0.44126347
81,2.5860007,-0.54707634,0.8720406,2.5728462,-0.5701786,0.8990125,2.5523384,-0.58574915,0.85361046,2.411299,-0.5543705,0.8982136,2.4361298,-0.5861452,0.79217494,2.2862165,-0.40731868,0.8687916,2.4539335,-0.46043584,0.6915942,2.2182722,-0.2114472,0.8831821,2.4390833,-0.31068808,0.55246687,2.3947418,-0.07592075,0.8479947,2.6095932,-0.14479823,0.5967592,2.31964,-0.03145837,0.6696775,2.251003,-0.08455172,0.52805567,2.5844147,0.23965174,0.5700134,2.2449088,0.2640589,0.41068184,2.6600635,0.5739473,0.3923427,1.7754291,0.15694116,0.44081348,2.8703763,0.58213687,0.39636642,2.835516,0.59607214,0.4272735,2.6344686,0.612266,0.35920984,1.4943295,0.38790092,0.33380336,1.6075852,0.20353732,0.3875052,1.7219522,0.12098491,0.44628388
82,2.617411,-0.5471768,0.87307346,2.604501,-0.5695755,0.90154165,2.5875523,-0.5839809,0.85482395,2.4436793,-0.55378234,0.9007379,2.4746964,-0.5834872,0.7954666,2.3083549,-0.40063423,0.86753094,2.489683,-0.45709127,0.6942037,2.2491684,-0.2004299,0.87882715,2.461536,-0.31193122,0.5519308,2.4292555,-0.074161895,0.8399776,2.636462,-0.13662003,0.5910913,2.3458102,-0.029100224,0.6701949,2.2861834,-0.08074059,0.53196424,2.6115494,0.24578947,0.57285565,2.2884662,0.2689602,0.408487,2.6658435,0.5757875,0.39363328,1.8301946,0.15218581,0.43953925,2.8848777,0.59960127,0.39609835,2.8438933,0.61317885,0.430809,2.638116,0.6096121,0.35565785,1.660429,0.252754,0.41222537,1.6555549,0.20313276,0.3877289,1.7774225,0.11742972,0.4469884
83,2.6506698,-0.540277,0.87553734,2.6370902,-0.5641921,0.9041866,2.619905,-0.578569,0.857619,2.4750276,-0.5492591,0.9029403,2.5024364,-0.5798002,0.79595125,2.3486853,-0.39828917,0.86777973,2.516745,-0.4541201,0.69671404,2.2838972,-0.19149634,0.8761674,2.487333,-0.30700487,0.55365443,2.4741113,-0.064916454,0.8295554,2.659008,-0.13255304,0.58232164,2.3744197,-0.028574547,0.6713668,2.321615,-0.08158846,0.5378061,2.6472673,0.25020123,0.5774042,2.3359714,0.27229807,0.41173446,2.676364,0.57507885,0.39167613,1.8845677,0.14899074,0.45357838,2.898126,0.6107683,0.3900287,2.8547604,0.6237418,0.42483407,2.6395035,0.6072578,0.35081446,1.5935296,0.38685226,0.35527363,1.712388,0.18796074,0.40505013,1.8484833,0.09839215,0.46318054
84,2.6842997,-0.54027236,0.8775785,2.6714437,-0.56266844,0.90561706,2.653409,-0.57832193,0.85985327,2.5065672,-0.5476468,0.9050836,2.5396092,-0.57770944,0.7988656,2.3884077,-0.39647427,0.87087405,2.5527856,-0.45073575,0.70005697,2.3095348,-0.18504862,0.8740123,2.502596,-0.31019035,0.5556393,2.5224996,-0.04863882,0.819301,2.6686082,-0.13192594,0.5708802,2.4047773,-0.023576329,0.67353696,2.3560085,-0.0765797,0.5386446,2.6710503,0.2542977,0.5787819,2.389583,0.27395847,0.41240928,2.677978,0.5750117,0.38912097,1.931407,0.14746775,0.44572467,2.896351,0.61152774,0.38878638,2.8615215,0.62188274,0.4241129,2.6429937,0.6030907,0.3509781,1.6438792,0.39032787,0.35904583,1.7669519,0.19213684,0.4076793,1.8965431,0.11632655,0.45719343
85,2.7222407,-0.53362644,0.8806277,2.7092907,-0.5566814,0.90711915,2.6884556,-0.5711586,0.8607087,2.5403144,-0.5463824,0.90738034,2.5700815,-0.5745306,0.80011046,2.424168,-0.39275602,0.8718473,2.5867057,-0.44493192,0.7009094,2.3439002,-0.17787412,0.86867493,2.522032,-0.3089158,0.5527174,2.584985,-0.034950648,0.8113595,2.6833427,-0.12786636,0.56377023,2.4189324,-0.028039483,0.6762376,2.3943202,-0.07852303,0.5452263,2.6980352,0.2513374,0.58531576,2.434942,0.27494806,0.4165591,2.6920648,0.5746292,0.39203805,1.9866434,0.14771308,0.45134306,2.9041345,0.61191756,0.38584375,2.8638291,0.62399596,0.41946042,2.6538985,0.6051963,0.35192075,1.6976017,0.38157383,0.36663038,1.8075743,0.20374233,0.40612647,1.9640023,0.091156706,0.47568077
86,2.7542267,-0.5292427,0.88140595,2.741762,-0.55232024,0.9098003,2.7227821,-0.56791276,0.8622642,2.576422,-0.5396743,0.9095756,2.6049736,-0.56922317,0.8030007,2.4493048,-0.38935444,0.87268865,2.617721,-0.44157,0.7037501,2.368033,-0.18637756,0.8705995,2.5427783,-0.30656102,0.5515882,2.6569912,-0.04262102,0.81002825,2.6885817,-0.12908079,0.5567867,2.4416902,-0.020883322,0.67305523,2.429587,-0.07413399,0.5479407,2.72326,0.26014546,0.5850509,2.4941685,0.275292,0.4188588,2.6988726,0.5742576,0.39105773,2.057289,0.15460303,0.45829833,2.9065208,0.61470866,0.382206,2.8641844,0.6269941,0.41765007,2.6519945,0.60493666,0.35154253,1.7604705,0.38346633,0.3682767,1.8704703,0.21304859,0.40741354,2.0324259,0.0936603,0.47985485
87,2.7859898,-0.5289036,0.8835775,2.7731225,-0.55142677,0.9112398,2.754327,-0.56691504,0.86608684,2.6096401,-0.5402057,0.9112094,2.6353366,-0.5681146,0.8049967,2.498231,-0.38336474,0.8745199,2.6467533,-0.43707666,0.7067854,2.516951,-0.16474913,0.8793134,2.5579538,-0.30807284,0.550523,2.7200558,-0.05305701,0.80982023,2.6944308,-0.12935288,0.54684836,2.4172063,-0.034919564,0.66798496,2.4819899,-0.078396305,0.5549889,2.7619207,0.29228088,0.5775962,2.738942,0.25947046,0.47345966,2.5275552,0.3012043,0.51367676,2.6040716,0.17736551,0.53884065,1.8180748,0.37893668,0.34280053,1.8163345,0.3845647,0.39282674,2.4469028,0.25654668,0.50951743,2.7779434,0.36619717,0.53813875,3.0239882,0.5183582,0.46711454,2.5298982,0.10188319,0.5634321
88,2.817886,-0.5259119,0.88700145,2.80862,-0.548774,0.91552365,2.786621,-0.5630081,0.86779326,2.6305373,-0.53670174,0.9111889,2.66811,-0.56279,0.806397,2.5315046,-0.3768558,0.87656647,2.6817594,-0.4302024,0.70768225,2.524806,-0.16396822,0.8716532,2.5821192,-0.3093996,0.5504469,2.7563334,-0.054539524,0.80815864,2.7087479,-0.13300726,0.5416307,2.5297408,-0.030544143,0.6845043,2.512536,-0.07385982,0.55737126,2.787974,0.26514003,0.5944799,2.5987508,0.27243203,0.42906663,2.6944423,0.57581425,0.38786665,2.1776202,0.15023181,0.4716652,2.909418,0.6205188,0.3860361,2.8688033,0.627945,0.42271554,2.6434107,0.6033889,0.3473213,1.8856462,0.38176343,0.38887042,1.9930819,0.21160628,0.44720164,2.1533382,0.0960126,0.49282962
